text,created_at,favorite_count,id,in_reply_to_screen_name,in_reply_to_user_id,is_quote_status,possibly_sensitive,quote_count,lang,reply_count,retweet_count,timestamp_ms,coordinates.coordinates,entities.hashtags,place.country,place.country_code,place.full_name,place.id,place.place_type,user.id,user.screen_name,user.verified,user.followers_count,user.listed_count,user.friends_count,user.favourites_count,user.statuses_count,user.created_at,user.lang
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:52:31 +0000 2018,0,968015906172489728,,,False,,0.0,en,0.0,0,1519627951554,,[],,,,,,2804132707,KatymayMalone,False,12,0,94,255,65,Thu Sep 11 18:11:03 +0000 2014,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:52:43 +0000 2018,0,968015955136724992,,,False,,0.0,en,0.0,0,1519627963228,,[],,,,,,129264927,surfspup,False,575,1,1179,137250,15049,Sat Apr 03 18:30:43 +0000 2010,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:53:43 +0000 2018,0,968016207700926464,,,False,,0.0,en,0.0,0,1519628023444,,[],,,,,,3280835311,marielenalvk1,False,236,0,475,10604,22313,Wed Jul 15 16:22:12 +0000 2015,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:55:05 +0000 2018,0,968016550795063297,,,False,,0.0,en,0.0,0,1519628105244,,[],,,,,,451048368,ljohn44,False,760,80,504,207773,117077,Sat Dec 31 00:06:06 +0000 2011,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:56:08 +0000 2018,0,968016817875689472,,,False,,0.0,en,0.0,0,1519628168921,,[],,,,,,475405522,brendajoanneWY,False,2792,18,2986,9425,33869,Fri Jan 27 01:10:04 +0000 2012,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:57:22 +0000 2018,0,968017126471516160,,,False,,0.0,en,0.0,0,1519628242496,,[],,,,,,235852943,uh_Leeda,False,372,12,529,13131,41510,Sun Jan 09 06:33:55 +0000 2011,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:58:09 +0000 2018,0,968017322102280194,,,False,,0.0,en,0.0,0,1519628289138,,[],,,,,,2601058635,wildskylaw,False,849,46,2586,20067,21141,Wed Jun 11 12:57:57 +0000 2014,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:58:42 +0000 2018,0,968017461734977536,,,False,,0.0,en,0.0,0,1519628322429,,[],,,,,,25461857,johnpgatta,False,1080,73,734,20590,105493,Fri Mar 20 04:44:13 +0000 2009,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 06:59:34 +0000 2018,0,968017681990537216,,,False,,0.0,en,0.0,0,1519628374942,,[],,,,,,186142822,DylanJMSimpson,False,291,3,638,6411,4210,Thu Sep 02 17:46:02 +0000 2010,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:01:14 +0000 2018,0,968018099491475456,,,False,,0.0,en,0.0,0,1519628474482,,[],,,,,,938139036509667328,Jeb18258713,False,117,0,182,2605,3305,Tue Dec 05 20:12:30 +0000 2017,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:01:23 +0000 2018,0,968018137537970177,,,False,,0.0,en,0.0,0,1519628483553,,[],,,,,,817281831485788160,daltonprice386,False,52,1,97,147,153,Fri Jan 06 08:09:07 +0000 2017,es
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:02:44 +0000 2018,0,968018479017213952,,,False,,0.0,en,0.0,0,1519628564968,,[],,,,,,36299912,pthigo,False,2178,180,229,2145,12098,Wed Apr 29 05:54:25 +0000 2009,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:05:58 +0000 2018,0,968019288757096448,,,False,,0.0,en,0.0,0,1519628758025,,[],,,,,,1011796428,jdscotthouston1,False,20,0,119,7099,725,Fri Dec 14 19:28:49 +0000 2012,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:06:45 +0000 2018,0,968019487361560581,,,False,,0.0,en,0.0,0,1519628805376,,[],,,,,,117558915,bgwalton7,False,1196,778,222,11884,36308,Thu Feb 25 22:49:41 +0000 2010,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:07:15 +0000 2018,0,968019612276113408,,,False,,0.0,en,0.0,0,1519628835158,,[],,,,,,767090913965322240,snafupanda,False,70,1,100,38003,4665,Sat Aug 20 20:08:20 +0000 2016,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:08:29 +0000 2018,0,968019923925643266,,,False,,0.0,en,0.0,0,1519628909461,,[],,,,,,53892473,NatMalupillai,False,172,9,235,625,397,Sun Jul 05 11:33:41 +0000 2009,en
RT @Cornell: Cornell University values civic discourse as essential to the academic mission and promotes public engagement as critical to i…,Mon Feb 26 07:09:21 +0000 2018,0,968020143354736640,,,False,,0.0,en,0.0,0,1519628961777,,[],,,,,,77797050,iposw,False,242,1,510,14077,4966,Sun Sep 27 18:23:06 +0000 2009,en
RT @cornellsun: Cornell Black Students United @BSU_Cornell and hundreds of students in support right now at University Assembly mee… ,Wed Sep 20 03:22:38 +0000 2017,0,910343415057076224,,,False,,0.0,en,0.0,0,1505877758169,,[],,,,,,358310810,alex_d_grr8,False,82,0,114,113,1150,Fri Aug 19 18:29:22 +0000 2011,en
RT @cornellsun: Cornell Black Students United @BSU_Cornell and hundreds of students in support right now at University Assembly mee… ,Wed Sep 20 03:43:15 +0000 2017,0,910348605931827200,,,False,,0.0,en,0.0,0,1505878995770,,[],,,,,,524672175,AuroraaMcKenz,False,334,2,304,9987,2091,Wed Mar 14 19:51:48 +0000 2012,en
"@andrewc2005 @notanastronomer @DrAndrewThaler @Cornell Yeah, still trying to get clarification at my university wit… https://t.co/XJmEVB95Fr",Fri Nov 17 17:42:22 +0000 2017,0,931578273280282625,andrewc2005,217139028.0,False,,0.0,en,0.0,0,1510940542894,,[],,,,,,2654915647,DylanSchwilk,False,203,7,253,1794,1130,Thu Jul 17 21:02:07 +0000 2014,en
"To reach @cornellvet animal hospitals, contact us by email at vet-hosp@cornell.edu. https://t.co/Cl3wnvYbjG #twithaca",Fri Nov 17 17:47:41 +0000 2017,0,931579611611324422,,,True,False,0.0,en,0.0,0,1510940861977,,"[Row(indices=[108, 117], text='twithaca')]",,,,,,69058704,tinker_pr,False,33,24,193,242,1648,Wed Aug 26 18:39:16 +0000 2009,en
"RT @tinker_pr: To reach @cornellvet animal hospitals, contact us by email at vet-hosp@cornell.edu. https://t.co/Cl3wnvYbjG #twithaca",Fri Nov 17 17:48:50 +0000 2017,0,931579898141036544,,,True,False,0.0,en,0.0,0,1510940930291,,"[Row(indices=[123, 132], text='twithaca')]",,,,,,110536502,twithaca,False,6028,467,186,42,78181,Mon Feb 01 22:15:11 +0000 2010,en
"RT @sampitroda: @alphaNcorp work with @argonne, @Cornell, @Princeton, and others to help understand and develop coin cells and pouch cells…",Mon Feb 19 23:05:53 +0000 2018,0,965724146423468037,,,False,,0.0,en,0.0,0,1519081553451,,[],,,,,,81969518,b_abhijit,False,679,103,197,2018,14012,Tue Oct 13 00:36:05 +0000 2009,en
RT @MissyOsgood: A hawk and a young bald eagle were brought to @CornellVet's Janet L. Swanson Wildlife Health Center after being found clin…,Mon Feb 19 23:11:20 +0000 2018,0,965725517587427329,,,False,,0.0,en,0.0,0,1519081880362,,[],,,,,,3806086185,ZipperyZooProds,False,104,4,149,676,454,Mon Sep 28 17:57:51 +0000 2015,en
"RT @TheMarkPantano: Faculty and staff committee at @Cornell University wants to further suppress speech on campus.

Want to ban ""offensive""…",Sun May 06 00:23:51 +0000 2018,0,992922858568462336,,,False,,0.0,en,0.0,0,1525566231754,,[],,,,,,804387079354519552,HawkeRaven,False,541,4,199,31446,21841,Thu Dec 01 18:09:59 +0000 2016,en
With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 00:53:37 +0000 2018,0,992930348928585728,,,False,False,0.0,en,0.0,0,1525568017595,,[],,,,,,15976705,Amy_Siskind,True,267239,2780,296,29893,39299,Mon Aug 25 02:52:25 +0000 2008,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 00:55:19 +0000 2018,0,992930776445571073,,,False,False,0.0,en,0.0,0,1525568119523,,[],,,,,,3164513660,LabourMovementG,False,1913,149,4997,11340,44314,Sun Apr 19 22:16:38 +0000 2015,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 00:56:15 +0000 2018,0,992931011762769920,,,False,False,0.0,en,0.0,0,1525568175627,,[],,,,,,824298716710445057,grannynannynews,False,1222,23,993,55863,237767,Wed Jan 25 16:51:43 +0000 2017,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 00:58:19 +0000 2018,0,992931530292060160,,,False,False,0.0,en,0.0,0,1525568299254,,[],,,,,,751377900037865472,SafiyahNoor1,False,1223,23,675,129241,144334,Fri Jul 08 11:30:26 +0000 2016,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 01:00:48 +0000 2018,0,992932156212219911,,,False,False,0.0,en,0.0,0,1525568448485,,[],,,,,,1909916600,judyserlenga,False,344,1,721,16900,31129,Fri Sep 27 03:09:59 +0000 2013,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 01:04:52 +0000 2018,0,992933179093897218,,,False,False,0.0,en,0.0,0,1525568692359,,[],,,,,,171588704,zackmomma,False,2417,29,1458,265929,123367,Tue Jul 27 18:10:26 +0000 2010,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 01:08:25 +0000 2018,0,992934073734660096,,,False,False,0.0,en,0.0,0,1525568905658,,[],,,,,,881993362957533184,anne_bishton,False,481,5,1158,46843,35581,Mon Jul 03 21:49:39 +0000 2017,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 01:14:20 +0000 2018,0,992935562163183616,,,False,False,0.0,en,0.0,0,1525569260527,,[],,,,,,326980342,dircut,False,88,1,215,5854,1610,Thu Jun 30 20:10:36 +0000 2011,en
